ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
48581,"Kimberly ""Kim"" Hill",F,26.0,193.0,72.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Volleyball,"[""Volleyball Women's Volleyball""]",['Bronze']
48595,"Samantha ""Sami"" Hill",F,24.0,183.0,89.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Water Polo,"[""Water Polo Women's Water Polo""]",['Gold']
48869,"Michael ""Mike"" Hixon",M,22.0,173.0,68.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Diving,"[""Diving Men's Synchronized Springboard"", ""Diving Men's Springboard""]","[nan, 'Silver']"
49221,"Margaret ""Maggie"" Hogan",F,37.0,170.0,61.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Canoeing,"[""Canoeing Women's Kayak Singles, 200 metres"", ""Canoeing Women's Kayak Singles, 500 metres""]",[nan]
49497,Katharine Holmes,F,23.0,180.0,80.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Fencing,"[""Fencing Women's epee, Individual"", ""Fencing Women's epee, Team""]",[nan]
49581,"Maxwell Philip ""Max"" Holt",M,29.0,208.0,90.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Volleyball,"[""Volleyball Men's Volleyball""]",['Bronze']
49661,Daryl Homer,M,26.0,173.0,74.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Fencing,"[""Fencing Men's Sabre, Individual""]",['Silver']
49891,Lindsey Michelle Horan,F,22.0,175.0,75.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Football,"[""Football Women's Football""]",[nan]
50176,Cyrus Dean Hostetler,M,29.0,188.0,95.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's Javelin Throw""]",[nan]
50240,Shelby Houlihan,F,23.0,160.0,54.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 5,000 metres""]",[nan]
50337,Chaunte LaTasha Howard-Lowe,F,32.0,176.0,59.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's High Jump""]",[nan]
50778,Molly Huddle (-Benninger),F,31.0,166.0,48.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 10,000 metres""]",[nan]
50861,"David ""Dave"" Hughes",M,38.0,185.0,71.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Sailing,"[""Sailing Men's Two Person Dinghy""]",[nan]
50875,Madison John Hughes,M,23.0,173.0,80.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rugby Sevens,"[""Rugby Sevens Men's Rugby Sevens""]",[nan]
51133,Courtney Lyn Hurley,F,25.0,173.0,80.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Fencing,"[""Fencing Women's epee, Individual"", ""Fencing Women's epee, Team""]",[nan]
51134,Kelley Anne Hurley,F,28.0,175.0,75.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Fencing,"[""Fencing Women's epee, Individual"", ""Fencing Women's epee, Team""]",[nan]
52020,Race Alick Reid Imboden,M,23.0,185.0,75.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Fencing,"[""Fencing Men's Foil, Team""]",['Bronze']
52109,Emily Infeld,F,26.0,163.0,50.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 10,000 metres""]",[nan]
52302,Martin Iosefo,M,26.0,187.0,95.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rugby Sevens,"[""Rugby Sevens Men's Rugby Sevens""]",[nan]
52321,Kristian Bettega Ipsen,M,23.0,170.0,73.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Diving,"[""Diving Men's Springboard""]",[nan]
52383,Kyrie Andrew Irving,M,24.0,190.0,87.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Basketball,"[""Basketball Men's Basketball""]",['Gold']
52427,Isabella Isaksen (-El-Geziry),F,22.0,173.0,63.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Modern Pentathlon,"[""Modern Pentathlon Women's Individual""]",[nan]
52429,Margaux Isaksen,F,24.0,178.0,60.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Modern Pentathlon,"[""Modern Pentathlon Women's Individual""]",[nan]
52577,Carlin Russell Isles,M,26.0,173.0,75.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rugby Sevens,"[""Rugby Sevens Men's Rugby Sevens""]",[nan]
53283,Connor Jaeger,M,25.0,185.0,77.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Men's 1,500 metres Freestyle"", ""Swimming Men's 400 metres Freestyle""]","[nan, 'Silver']"
53289,"Thomas ""Tom"" Jaeschke",M,22.0,198.0,91.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Volleyball,"[""Volleyball Men's Volleyball""]",['Bronze']
53305,Evan Reese Jager,M,27.0,188.0,65.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's 3,000 metres Steeplechase""]",['Silver']
54056,Jessica Javelet,F,31.0,168.0,64.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rugby Sevens,"[""Rugby Sevens Women's Rugby Sevens""]",[nan]
54731,Kanak Jha,M,16.0,166.0,51.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Table Tennis,"[""Table Tennis Men's Singles"", ""Table Tennis Men's Team""]",[nan]
55052,Charles Jock,M,26.0,191.0,75.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's 800 metres""]",[nan]
55332,Ashleigh Johnson,F,21.0,186.0,81.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Water Polo,"[""Water Polo Women's Water Polo""]",['Gold']
55372,Felisha Johnson,F,27.0,185.0,127.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's Shot Put""]",[nan]
55406,Kathryn Johnson,F,24.0,178.0,70.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rugby Sevens,"[""Rugby Sevens Women's Rugby Sevens""]",[nan]
55416,Kibw Rasheid Johnson,M,35.0,188.0,102.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's Hammer Throw""]",[nan]
55461,Steele Alexander Johnson,M,20.0,188.0,80.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Diving,"[""Diving Men's Synchronized Platform"", ""Diving Men's Platform""]","[nan, 'Silver']"
55463,Steve Johnson,M,26.0,188.0,86.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Tennis,"[""Tennis Men's Doubles"", ""Tennis Men's Singles""]","[nan, 'Bronze']"
55498,"Abigail Louise ""Abby"" Johnston",F,26.0,165.0,61.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Diving,"[""Diving Women's Springboard""]",[nan]
55515,Julie Beth Johnston (-Ertz),F,24.0,170.0,65.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Football,"[""Football Women's Football""]",[nan]
55874,"Hyland DeAndre Jordan, Jr.",M,28.0,211.0,120.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Basketball,"[""Basketball Men's Basketball""]",['Gold']
55916,Gwen Rosemary Jorgensen (-Lemieux),F,30.0,178.0,59.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Triathlon,"[""Triathlon Women's Olympic Distance""]",['Gold']
56887,Chase Tyler Kalisz,M,22.0,193.0,86.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Men's 400 metres Individual Medley""]",['Silver']
56934,Megan Elizabeth Kalmoe,F,32.0,178.0,72.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Women's Quadruple Sculls""]",[nan]
57081,"Jacob Robert ""Jake"" Linde-Kaminski ",M,27.0,178.0,70.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Archery,"[""Archery Men's Team"", ""Archery Men's Individual""]","[nan, 'Silver']"
57265,Alisa Kano,F,21.0,163.0,48.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,"[""Rhythmic Gymnastics Women's Group""]",[nan]
57297,Ben Kanute,M,23.0,183.0,70.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Triathlon,"[""Triathlon Men's Olympic Distance""]",[nan]
57777,"Alexander ""Alex"" Karwoski",M,25.0,193.0,91.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Men's Coxed Eights""]",[nan]
57788,Devery Karz,F,28.0,173.0,59.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Women's Lightweight Double Sculls""]",[nan]
57878,Michelle Plourde Kasold,F,29.0,161.0,53.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Hockey,"[""Hockey Women's Hockey""]",[nan]
57905,"Stephen ""Steve"" Kasprzyk",M,34.0,201.0,103.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Men's Coxed Eights""]",[nan]
58405,"Mebrahtom R. ""Meb"" Keflezighi",M,41.0,166.0,56.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's Marathon""]",[nan]
58608,Leyla Alev Kelter,F,25.0,168.0,75.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rugby Sevens,"[""Rugby Sevens Women's Rugby Sevens""]",[nan]
58688,Sam Kendricks,M,23.0,185.0,80.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's Pole Vault""]",['Bronze']
58994,Madison Keys,F,21.0,178.0,68.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Tennis,"[""Tennis Women's Singles""]",[nan]
59588,Lee Kiefer,F,22.0,163.0,49.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Fencing,"[""Fencing Women's Foil, Individual""]",[nan]
59596,Lauren Kieffer,F,29.0,178.0,68.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Equestrianism,"['Equestrianism Mixed Three-Day Event, Team', 'Equestrianism Mixed Three-Day Event, Individual']",[nan]
60479,Edward King,M,27.0,193.0,77.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Men's Lightweight Coxless Fours""]",[nan]
60494,Lilly King,F,19.0,175.0,70.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Women's 200 metres Breaststroke"", ""Swimming Women's 100 metres Breaststroke"", ""Swimming Women's 4 x 100 metres Medley Relay""]","[nan, 'Gold']"
60499,Morghan Whitney King,F,30.0,153.0,48.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Weightlifting,"[""Weightlifting Women's Flyweight""]",[nan]
60572,"Jaclyn Elisabeth ""Jackie"" Kintzer-Briggs",F,28.0,168.0,61.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Hockey,"[""Hockey Women's Hockey""]",[nan]
60588,Shadrack Kipchirchir,M,27.0,173.0,54.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's 10,000 metres""]",[nan]
61293,Meghan Elizabeth Klingenberg,F,28.0,157.0,55.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Football,"[""Football Women's Football""]",[nan]
61812,Madison Taylor Kocian,F,19.0,157.0,46.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Gymnastics,"[""Gymnastics Women's Uneven Bars"", ""Gymnastics Women's Team All-Around""]","['Silver', 'Gold']"
62260,Kelsey Kolojejchick,F,24.0,161.0,61.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Hockey,"[""Hockey Women's Hockey""]",[nan]
62449,Josh Konieczny,M,25.0,180.0,75.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Men's Lightweight Double Sculls""]",[nan]
62791,Leonard Essau Korir,M,29.0,170.0,59.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's 10,000 metres""]",[nan]
62854,Mariya Koroleva,F,26.0,165.0,56.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Synchronized Swimming,"[""Synchronized Swimming Women's Duet""]",[nan]
63392,"Joseph Mathias ""Joe"" Kovacs",M,27.0,183.0,134.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's Shot Put""]",['Silver']
63560,Lucas Kozeniesky,M,21.0,180.0,80.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Shooting,"[""Shooting Men's Air Rifle, 10 metres""]",[nan]
64032,"Alexandra Blaire ""Ali"" Krieger",F,32.0,168.0,63.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Football,"[""Football Women's Football""]",[nan]
64576,"Matthew Gregory ""Matt"" Kuchar",M,38.0,193.0,86.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Golf,"[""Golf Men's Individual""]",['Bronze']
64637,Denis Kudla,M,23.0,180.0,80.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Tennis,"[""Tennis Men's Singles""]",[nan]
65542,"Erik Kynard, Jr.",M,25.0,194.0,89.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's High Jump""]",[nan]
65854,Bernard Kipchirchir Lagat,M,41.0,173.0,58.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's 5,000 metres""]",[nan]
66131,Stephen Lambdin,M,28.0,188.0,109.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Taekwondo,"[""Taekwondo Men's Heavyweight""]",[nan]
66861,Jordan Quinn Larson-Burbach,F,29.0,188.0,75.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Volleyball,"[""Volleyball Women's Volleyball""]",['Bronze']
67047,Grace Latz,F,28.0,183.0,80.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Women's Quadruple Sculls""]",[nan]
67357,Jarrion Lawson,M,22.0,188.0,78.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's Long Jump"", ""Athletics Men's 4 x 100 metres Relay""]",[nan]
67558,"Robert ""Bobby"" Lea",M,32.0,188.0,77.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Cycling,"[""Cycling Men's Omnium""]",[nan]
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,19.0,183.0,73.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Women's 4 x 100 metres Freestyle Relay"", ""Swimming Women's 800 metres Freestyle"", ""Swimming Women's 400 metres Freestyle"", ""Swimming Women's 4 x 200 metres Freestyle Relay"", ""Swimming Women's 200 metres Freestyle""]","['Silver', 'Gold']"
67839,David Cameron Lee,M,34.0,203.0,105.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Volleyball,"[""Volleyball Men's Volleyball""]",['Bronze']
67867,Eva Lee,F,29.0,168.0,59.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Badminton,"[""Badminton Women's Doubles""]",[nan]
68847,Marion Lepert,F,20.0,178.0,61.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Sailing,"[""Sailing Women's Windsurfer""]",[nan]
69258,Stacy Lewis (-Chadwell),F,31.0,165.0,60.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Golf,"[""Golf Women's Individual""]",[nan]
69285,Danell Johan Leyva Gonzalez,M,24.0,170.0,68.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Gymnastics,"[""Gymnastics Men's Horizontal Bar"", ""Gymnastics Men's Team All-Around"", ""Gymnastics Men's Pommelled Horse"", ""Gymnastics Men's Parallel Bars""]","[nan, 'Silver']"
70498,Jay Litherland,M,20.0,183.0,80.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Men's 400 metres Individual Medley""]",[nan]
70843,Carli Anne Lloyd (-Hollins),F,34.0,170.0,64.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Football,"[""Football Women's Football""]",[nan]
70844,Carli Ellen Lloyd,F,26.0,180.0,75.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Volleyball,"[""Volleyball Women's Volleyball""]",['Bronze']
70965,Ryan Steven Lochte,M,32.0,188.0,88.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Men's 4 x 200 metres Freestyle Relay"", ""Swimming Men's 200 metres Individual Medley""]","[nan, 'Gold']"
71034,"Eleanor ""Elle"" Logan",F,28.0,188.0,86.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Women's Coxed Eights""]",['Gold']
71191,"Alexandra Linsley ""Allie"" Long",F,28.0,173.0,64.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Football,"[""Football Women's Football""]",[nan]
71205,"Nicholas James ""Nic"" Long",M,26.0,188.0,86.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Cycling,"[""Cycling Men's BMX""]",[nan]
71467,Steven Lopez,M,37.0,191.0,83.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Taekwondo,"[""Taekwondo Men's Welterweight""]",[nan]
71788,"Daniel ""Dan"" Lowe",M,23.0,183.0,82.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Shooting,"[""Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"", ""Shooting Men's Air Rifle, 10 metres""]",[nan]
71799,Karsta Lowe,F,23.0,193.0,82.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Volleyball,"[""Volleyball Women's Volleyball""]",['Bronze']
71822,Kyle Lowry,M,30.0,183.0,93.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Basketball,"[""Basketball Men's Basketball""]",['Gold']
72023,"Nicholas ""Nick"" Lucena",M,36.0,185.0,84.0,United States-1,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Beach Volleyball,"[""Beach Volleyball Men's Beach Volleyball""]",[nan]
72072,Grace Luczak,F,27.0,191.0,77.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Women's Coxless Pairs""]",[nan]
73175,"Elizabeth ""Beezie"" Madden (Patton-)",F,52.0,168.0,63.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Equestrianism,"['Equestrianism Mixed Jumping, Team', 'Equestrianism Mixed Jumping, Individual']","[nan, 'Silver']"
73221,Tianna Madison-Bartoletta,F,30.0,168.0,58.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's Long Jump"", ""Athletics Women's 4 x 100 metres Relay"", ""Athletics Women's 100 metres""]","[nan, 'Gold']"
74135,"Martilou ""Marti"" Malloy",F,30.0,161.0,58.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Judo,"[""Judo Women's Lightweight""]",[nan]
74177,Maggie Malone,F,22.0,173.0,77.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's Javelin Throw""]",[nan]
74197,Joe Maloy,M,30.0,175.0,65.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Triathlon,"[""Triathlon Men's Olympic Distance""]",[nan]
74477,Alyssa Manley,F,22.0,158.0,53.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Hockey,"[""Hockey Women's Hockey""]",[nan]
74485,John Devlin Mann,M,31.0,199.0,113.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Water Polo,"[""Water Polo Men's Water Polo""]",[nan]
74639,Simone Ashley Manuel,F,20.0,178.0,73.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Women's 50 metres Freestyle"", ""Swimming Women's 4 x 100 metres Medley Relay"", ""Swimming Women's 100 metres Freestyle"", ""Swimming Women's 4 x 100 metres Freestyle Relay""]","['Silver', 'Gold']"
74950,Melanie Margalis,F,24.0,173.0,65.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Women's 200 metres Individual Medley"", ""Swimming Women's 4 x 200 metres Freestyle Relay""]","[nan, 'Gold']"
75285,Helen Louise Maroulis,F,24.0,163.0,57.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Wrestling,"[""Wrestling Women's Featherweight, Freestyle""]",['Gold']
75468,Adrienne Elizabeth  Martelli,F,28.0,186.0,77.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Women's Quadruple Sculls""]",[nan]
75538,Boyd Martin,M,36.0,188.0,79.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Equestrianism,"['Equestrianism Mixed Three-Day Event, Team', 'Equestrianism Mixed Three-Day Event, Individual']",[nan]
75698,Brenda Martinez,F,28.0,170.0,56.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 1,500 metres""]",[nan]
76230,Alexander Chen Massialas,M,22.0,188.0,81.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Fencing,"[""Fencing Men's Foil, Individual"", ""Fencing Men's Foil, Team""]","['Silver', 'Bronze']"
